,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1640,820532614202539116,https://www.airbnb.com/rooms/820532614202539116,20241109184856,2024-11-09,city scrape,La tanière du renard roux,"Accommodation located close to the largest park in Quebec City; Victoria Park. The park has sports facilities for soccer, volleyball, baseball, basketball, tennis, skateboarding, hockey and water games. In addition, on the grounds of this park is also the municipal stadium.",,https://a0.muscache.com/pictures/miso/Hosting-820532614202539116/original/a7a46f49-c282-492e-83da-c68633b6893c.jpeg,16154708,https://www.airbnb.com/users/show/16154708,Melanie,2014-05-29,"Quebec City, Canada","Nous habitons Québec. Notre maison se trouve dans les montagnes. Nous avons longtemps habité au centre-ville de Québec. J'aime le ski, le patin, le yoga et la marche en montagne. Je suis une artiste peintre et mon mari est musicien. Nous avons 2 enfants et un gros chats. Les voyages sont devenus compliqués avec les multiples allergies de mon plus jeune et Airbnb nous a permis de voyager sans danger pour lui. Nous pouvons voyager sans avoir à manger toujours dans les restaurants ou payer une suite dans les hôtels.",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/7a158300-6046-4d18-a52e-c36008503487.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7a158300-6046-4d18-a52e-c36008503487.jpg?aki_policy=profile_x_medium,,2,4,"['email', 'phone']",t,t,,Saint-Sauveur,,46.81538,-71.23922,Entire rental unit,Entire home/apt,6,1.0,1 bath,2.0,3.0,"[""Central heating"", ""Ethernet connection"", ""Conditioner"", ""Free street parking"", ""Free dryer \u2013 In unit"", ""Fire extinguisher"", ""Hot water kettle"", ""Private entrance"", ""Oven"", ""Essentials"", ""Portable fans"", ""Smoke alarm"", ""Clothing storage"", ""Body soap"", ""Wine glasses"", ""Bed linens"", ""Long term stays allowed"", ""Dishes and silverware"", ""First aid kit"", ""Outdoor dining area"", ""Hot water"", ""Mosquito net"", ""Hangers"", ""Iron"", ""Refrigerator"", ""Dedicated workspace"", ""Hair dryer"", ""Washer"", ""TV"", ""Microwave"", ""Dishwasher"", ""Coffee maker"", ""Cleaning products"", ""Cooking basics"", ""Kitchen"", ""Wifi"", ""Shampoo"", ""Electric stove""]",$65.00,31,365,31,31,1125,1125,31.0,1125.0,,t,7,20,50,290,2024-11-09,6,4,1,2023-06-01,2024-11-03,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,t,2,2,0,0,0.34
1641,822324069372980014,https://www.airbnb.com/rooms/822324069372980014,20241109184856,2024-11-09,city scrape,Initial | Art-déco | Québec,"Immerse yourself in the art-deco world of this apartment located in a more beautiful building in the city on Rue Saint-Joseph. Comfort as in a hotel, the simplicity of an entire apartment. Live the urban life of us. <br />Indoor parking included, located outside of property. <br /><br /><br /> CITQ 312091","Saint-Roch is animated by a host of neighborhood shops, a shopping street where cohabitants cafes, bakeries, grocery stores, restaurants, bar and neighborhood shops. The area is a few minutes' walk from the Historic District of Old Quebec, the Old Port of Quebec and the train station.",https://a0.muscache.com/pictures/miso/Hosting-822324069372980014/original/d94b7286-005c-4189-b599-2c2ea2a63616.jpeg,19909639,https://www.airbnb.com/users/show/19909639,Louis,2014-08-12,"Quebec City, Canada","On a grandi dans des  familles ou recevoir était naturel. Quand il y en a pour 5, il y en a pour 6, répétait ma mère. La porte ouverte et le cœur accueillant. 
 
Chez nous, le chalet était un lieu sacré, un 600 pi2 qui pouvait recevoir autant de personne que notre cœur était prêt à en recevoir. 
 
Recevoir simplement. Accueillir chaleureusement. Partager et s’unir pour mieux grandir. 
 
Et puis, en grandissant, recevoir n’était plus simplement naturel, c’était nécessaire.
Alors du haut de nos valeurs les plus sincères, on en a fait un métier: 
 
Rendre des lieux d’évasion entre ville et montagne accessibles et accueillants pour rassembler et partager. 
 
Aujourd’hui notre grande famille compte 40 établissements dans lesquels se multiplient les souvenirs. ",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-19909639/original/64c85439-d1c2-4dd3-af76-3f7a7df1975d.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-19909639/original/64c85439-d1c2-4dd3-af76-3f7a7df1975d.jpeg?aki_policy=profile_x_medium,,97,145,"['email', 'phone']",t,t,Neighborhood highlights,Saint-Roch,,46.81363,-71.22575,Entire rental unit,Entire home/apt,4,1.0,1 bath,0.0,2.0,"[""Radiant heating"", ""Exterior security cameras on property"", ""Extra pillows and blankets"", ""Elevator"", ""Smart lock"", ""50 inch HDTV with Disney+"", ""Fire extinguisher"", ""Hot water kettle"", ""Essentials"", ""Smoke alarm"", ""Self check-in"", ""Clothing storage"", ""Body soap"", ""Wine glasses"", ""Toaster"", ""Free parking garage on premises \u2013 1 space"", ""Coffee"", ""Bed linens"", ""Dishes and silverware"", ""First aid kit"", ""Hot water"", ""Fast wifi \u2013 229 Mbps"", ""Baking sheet"", ""Iron"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Room-darkening shades"", ""Dedicated workspace"", ""Mini fridge"", ""Hair dryer"", ""Coffee maker: Nespresso"", ""Central air conditioning"", ""Microwave"", ""Shower gel"", ""Dining table"", ""Cleaning products"", ""Cooking basics"", ""Kitchen"", ""Shampoo""]",$92.00,1,1125,1,2,1,1125,1.0,1024.9,,t,19,37,67,342,2024-11-09,90,48,4,2023-03-03,2024-11-04,4.79,4.83,4.81,4.87,4.91,4.73,4.67,"312091, expires: 2025-02-23",t,50,50,0,0,4.37
1643,822464509457977582,https://www.airbnb.com/rooms/822464509457977582,20241109184856,2024-11-09,city scrape,spacieux sur deux étages,"Very nice and large apartment on 2 floors.<br />Located 1.7 km from the falls and 13 km from Château Frontnac, in addition to having the grocery store and pharmacy easily accessible on foot. <br />His projector will entertain you too! Access to Netflix and Disney +<br />The perfect place for your family or a romantic getaway.",,https://a0.muscache.com/pictures/701b1290-cd8b-494f-8711-1f9227f37c7f.jpg,500185860,https://www.airbnb.com/users/show/500185860,Annick,2023-02-08,,,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/862d90e6-38e7-4d82-9f43-85e4ff971014.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/862d90e6-38e7-4d82-9f43-85e4ff971014.jpg?aki_policy=profile_x_medium,,1,1,['phone'],t,t,,Chutes-Montmorency,,46.88632275165725,-71.16496000438929,Entire rental unit,Entire home/apt,4,1.5,1.5 baths,0.0,3.0,"[""Fire extinguisher"", ""Private entrance"", ""Essentials"", ""Smoke alarm"", ""Stainless steel oven"", ""Bathtub"", ""Heating"", ""Wine glasses"", ""Toaster"", ""Bed linens"", ""Dishes and silverware"", ""First aid kit"", ""Free parking on premises"", ""Hot water"", ""Mosquito net"", ""Hangers"", ""Refrigerator"", ""Free washer \u2013 In unit"", ""Room-darkening shades"", ""Free dryer"", ""Coffee maker: Nespresso"", ""Microwave"", ""Dishwasher"", ""Drying rack for clothing"", ""Cleaning products"", ""Cooking basics"", ""Kitchen"", ""Wifi""]",$150.00,31,365,2,31,1125,1125,29.1,1125.0,,t,25,38,68,68,2024-11-09,40,18,0,2023-02-19,2024-10-06,4.9,4.88,4.8,4.95,4.93,4.93,4.85,"312021, expires: 2025-02-07",t,1,1,0,0,1.9
1646,822709840207603853,https://www.airbnb.com/rooms/822709840207603853,20241109184856,2024-11-09,city scrape,"La Réserve du Boisé | Parking, terrasse & Gym","Inspired by our woods and Quebec biodiversity, the Boisé Reserve brings a little nature to the city. This is a nice condo for 4 people, on the 6th and top floor of the building. The accommodation includes a closed bedroom with a queen size bed, a queen size bed, a bathroom, and a balcony. You will also have access to the building's gym, has underground parking, as well as a large outdoor terrace.<br /><br />CITQ 297681","The condo is located in Basse-Vill de Québec in the St-Sauveur district, a few steps from the Saint-Roch neighborhood and the very popular Rue Saint-Joseph.",https://a0.muscache.com/pictures/miso/Hosting-822709840207603853/original/264532e0-f7ba-49e2-9cce-d3c5c8a95994.jpeg,146148126,https://www.airbnb.com/users/show/146148126,Stéphanie,2017-08-15,"Québec City, Canada",,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/474dadde-afb0-4e40-a5b4-a315b820b6fc.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/474dadde-afb0-4e40-a5b4-a315b820b6fc.jpg?aki_policy=profile_x_medium,,8,9,"['email', 'phone']",t,t,Neighborhood highlights,Saint-Roch,,46.8126,-71.23037,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Shared gym in building"", ""Elevator"", ""Free dryer \u2013 In unit"", ""Fire extinguisher"", ""Single level home"", ""Oven"", ""Essentials"", ""Coffee maker: drip coffee maker"", ""Smoke alarm"", ""Clothing storage"", ""Body soap"", ""Heating"", ""Wine glasses"", ""Toaster"", ""Free parking garage on premises \u2013 1 space"", ""Coffee"", ""Dishes and silverware"", ""Hot water"", ""Private patio or balcony"", ""Hangers"", ""Iron"", ""Refrigerator"", ""Exercise equipment"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Outdoor furniture"", ""Shared BBQ grill"", ""Hair dryer"", ""Washer"", ""TV"", ""Microwave"", ""Cleaning products"", ""Cooking basics"", ""Kitchen"", ""Wifi"", ""Shampoo""]",$81.00,2,1125,1,2,1125,1125,2.0,1125.0,,t,25,48,54,106,2024-11-09,101,54,5,2023-02-21,2024-11-02,4.93,4.95,4.83,4.85,4.98,4.73,4.76,"297681, expires: 2025-01-12",t,5,5,0,0,4.82
1651,826150848311790533,https://www.airbnb.com/rooms/826150848311790533,20241109184856,2024-11-09,city scrape,Charmant logis dans le Vieux Limoilou.,"Nestled in the hottest area of Quebec City, discover the charm of Vieux-Limoilou and its famous shopping boulevard, 3rd Avenue. You will have the opportunity to explore a multitude of the best restaurants and cafes Quebec has to offer! Limoilou is the most vibrant and lively area of the city.","Limoilou is a charming and lively neighborhood with beautiful tree-lined streets and alleys where children play. There are old brick buildings with spiral stairs. It's a much-loved place for young families and entrepreneurs. Right now, the neighborhood is experiencing great vitality.<br />The street organization is similar to that of New York, with perpendicular streets and avenues. Walking on 3rd Avenue, between the 2nd and 16th Streets, we discover many attractive small shops: delicatessens, bakeries, cafes, craft shops, art galleries, tea rooms, ice cream parlors... In summer, a part of 3rd Avenue is reserved for pedestrians.",https://a0.muscache.com/pictures/1ebec38d-ae49-4766-a246-b483d52e2354.jpg,415713021,https://www.airbnb.com/users/show/415713021,Js,2021-07-28,,,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/bc23acf4-e2d6-4416-8778-c8dda5f84f2c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/bc23acf4-e2d6-4416-8778-c8dda5f84f2c.jpg?aki_policy=profile_x_medium,,3,3,['phone'],t,t,Neighborhood highlights,Vieux-Limoilou,,46.82743,-71.22974,Entire serviced apartment,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Radiant heating"", ""Conditioner"", ""Clothing storage: closet"", ""Fire extinguisher"", ""Private entrance"", ""50 inch HDTV with Chromecast"", ""Dryer"", ""Essentials"", ""Smoke alarm"", ""Self check-in"", ""Bathtub"", ""Body soap"", ""Wine glasses"", ""Toaster"", ""Coffee"", ""Bed linens"", ""Dishes and silverware"", ""Window AC unit"", ""Hot water"", ""Luggage dropoff allowed"", ""Hangers"", ""Iron"", ""Refrigerator"", ""Free washer \u2013 In unit"", ""Free driveway parking on premises \u2013 1 space"", ""Room-darkening shades"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Hair dryer"", ""Coffee maker: Nespresso"", ""Lockbox"", ""Shared patio or balcony"", ""Microwave"", ""Dining table"", ""Cleaning products"", ""Cooking basics"", ""Kitchen"", ""Wifi"", ""Shampoo"", ""Electric stove""]",$73.00,1,365,1,2,1125,1125,1.4,1125.0,,t,5,17,47,306,2024-11-09,102,67,7,2023-02-22,2024-11-03,4.9,4.92,4.9,4.83,4.94,4.85,4.85,"311985, expires: 2025-02-13",t,3,3,0,0,4.88
1653,833249668499356008,https://www.airbnb.com/rooms/833249668499356008,20241109184856,2024-11-09,city scrape,Signature - 1 lit Queen | Tour - Hôtel autonome,"La Tour, a self-contained hotel,  is located on the Grande Allée just a few minutes' walk from Old Quebec and next to the Plains of Abraham.<br /><br />You will be welcomed in the calm and comfort of a century-old mansion with a period character.",Downtown,https://a0.muscache.com/pictures/miso/Hosting-833249668499356008/original/9d64242a-92ec-4f58-98e8-d20dee0ce9d6.jpeg,421871950,https://www.airbnb.com/users/show/421871950,Jonathan,2021-09-06,,,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/29391fa7-eefd-4f77-be35-db8459b28399.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/29391fa7-eefd-4f77-be35-db8459b28399.jpg?aki_policy=profile_x_medium,,3,3,"['phone', 'work_email']",t,t,Neighborhood highlights,Vieux-Québec/Cap-Blanc/Colline parlementaire,,46.80481,-71.21894,Room in hotel,Private room,2,1.0,1 private bath,1.0,1.0,"[""AC - split type ductless system"", ""Smart lock"", ""Fire extinguisher"", ""Essentials"", ""Smoke alarm"", ""Self check-in"", ""Body soap"", ""Heating"", ""Wine glasses"", ""Coffee"", ""Bed linens"", ""Long term stays allowed"", ""Crib"", ""Hot water"", ""Window AC unit"", ""Luggage dropoff allowed"", ""Mosquito net"", ""Hangers"", ""Refrigerator"", ""Outdoor furniture"", ""Room-darkening shades"", ""Dedicated workspace"", ""Mini fridge"", ""Hair dryer"", ""TV"", ""Paid parking lot on premises \u2013 3 spaces"", ""Paid parking garage off premises"", ""Coffee maker"", ""Clothing storage: walk-in closet, closet, wardrobe, and dresser"", ""Resort access"", ""Wifi"", ""Shampoo""]",$144.00,1,30,1,2,1125,1125,1.2,1125.0,,t,29,59,89,364,2024-11-09,43,27,0,2023-02-26,2024-09-30,4.58,4.58,4.7,4.7,4.77,4.79,4.44,"176315, expires: 2025-02-23",t,2,0,2,0,2.07
1654,836096690460073420,https://www.airbnb.com/rooms/836096690460073420,20241109184856,2024-11-09,city scrape,Grande maison chaleureuse,"Large peaceful house perfectly located in the heart of Quebec City. This property perfect for your family gatherings is a short walk fromUniversité Laval, CHUL, Rue Grande Allée and Old Quebec. Ideal for a landed foot in Quebec City.","Quartier Résidentiell, close to all services",https://a0.muscache.com/pictures/4c5a5f57-f310-476f-bd4c-b7ff0ce4fb6b.jpg,97376912,https://www.airbnb.com/users/show/97376912,Catherine,2016-09-30,"Québec City, Canada",Je voyage beaucoup!,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/6abeee64-718a-4417-a71d-4f2b5ae5a0fb.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6abeee64-718a-4417-a71d-4f2b5ae5a0fb.jpg?aki_policy=profile_x_medium,,5,5,"['email', 'phone']",t,t,Neighborhood highlights,Sillery,,46.78096,-71.26396,Entire townhouse,Entire home/apt,6,2.5,2.5 baths,3.0,3.0,"[""High chair"", ""Children\u2019s books and toys"", ""Fire extinguisher"", ""Private backyard \u2013 Fully fenced"", ""Dryer"", ""Smoke alarm"", ""Heating"", ""Dishes and silverware"", ""First aid kit"", ""Outdoor dining area"", ""Free parking on premises"", ""Private patio or balcony"", ""BBQ grill"", ""Pets allowed"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Dedicated workspace"", ""Children\u2019s dinnerware"", ""Washer"", ""TV"", ""Indoor fireplace"", ""Coffee maker"", ""Kitchen"", ""Wifi""]",$110.00,31,365,31,31,1125,1125,31.0,1125.0,,t,0,5,35,246,2024-11-09,7,3,0,2023-06-06,2024-08-22,4.86,4.86,4.86,5.0,5.0,4.86,4.86,,t,1,1,0,0,0.4
1667,850861040792205945,https://www.airbnb.com/rooms/850861040792205945,20241109184856,2024-11-09,city scrape,Apt au coeur de St Sauveur avec parking et AC,"Central home in everything in Quebec City's new trendy neighborhood.<br /><br />5 minutes walk from Rue St Joseph and Nouvo St Roch as well as 5 minutes by car or 30 minutes' walk from Old Quebec City.<br /><br />A bedroom with queen bed and sofa bed (double size mattress) in the living room.<br /><br />Separate entrance, private parking on site, new appliances and a portable air conditioner!",,https://a0.muscache.com/pictures/5bbacedd-7cbe-4b0e-8b5e-737ef153351f.jpg,146971048,https://www.airbnb.com/users/show/146971048,Frédéric,2017-08-20,"Québec City, Canada",,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/c4939990-abb4-4282-bb9a-4cd4174a7e0f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c4939990-abb4-4282-bb9a-4cd4174a7e0f.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Saint-Sauveur,,46.811210732781845,-71.23718217015266,Entire condo,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Kirkland body soap"", ""Radiant heating"", ""Extra pillows and blankets"", ""Free street parking"", ""Free dryer \u2013 In unit"", ""Freezer"", ""Clothing storage: closet"", ""Samsung stainless steel oven"", ""32 inch HDTV with Chromecast, Netflix"", ""Fire extinguisher"", ""Hot water kettle"", ""Essentials"", ""Portable fans"", ""Smoke alarm"", ""Self check-in"", ""Bathtub"", ""Kirkland conditioner"", ""Wine glasses"", ""Coffee"", ""Long term stays allowed"", ""Dishes and silverware"", ""Free parking on premises"", ""Window AC unit"", ""Hot water"", ""Luggage dropoff allowed"", ""Hangers"", ""Baking sheet"", ""Iron"", ""Refrigerator"", ""Room-darkening shades"", ""Coffee maker: drip coffee maker, french press"", ""Hair dryer"", ""Kirkland shampoo"", ""Washer"", ""Lockbox"", ""Microwave"", ""Shower gel"", ""Drying rack for clothing"", ""Dining table"", ""Cleaning products"", ""Cooking basics"", ""Kitchen"", ""Wifi"", ""Electric stove""]",$57.00,1,365,1,2,1125,1125,1.3,1125.0,,t,1,2,2,2,2024-11-09,126,67,3,2023-03-25,2024-10-23,4.7,4.79,4.6,4.85,4.79,4.63,4.62,"313055, expires: 2025-04-24",t,1,1,0,0,6.34
1668,851414026850085445,https://www.airbnb.com/rooms/851414026850085445,20241109184856,2024-11-09,city scrape,203-Chambre privée double au cœur du Vieux-Québec,Double occupancy room in the heart of Old Quebec. Enjoy common areas such as kitchen and backyard. Shared bathroom. The economic and friendly option for groups or families. CITQ#085853 Auberge de la Paix.,"In the heart of old Quebec on Rue Couillard. A few steps from the couillard grocery store, temporary coffee, portofino restaurant and pus st-Patrick. On the corner, the busiest pedestrian on the corner. 5 minutes walk to Chateau Frontenac.",https://a0.muscache.com/pictures/miso/Hosting-851414026850085445/original/936cc9a0-feb7-4d54-98c4-e250960f55f1.jpeg,506247372,https://www.airbnb.com/users/show/506247372,Auberge De La Paix,2023-03-20,,,within an hour,93%,100%,f,https://a0.muscache.com/im/pictures/user/User-506247372/original/fe923942-b87d-41b6-98a0-f858bb991c29.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-506247372/original/fe923942-b87d-41b6-98a0-f858bb991c29.jpeg?aki_policy=profile_x_medium,,10,10,"['email', 'phone']",t,t,Neighborhood highlights,Vieux-Québec/Cap-Blanc/Colline parlementaire,,46.8150684,-71.2085123,Private room in hostel,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Building staff"", ""Exterior security cameras on property"", ""Board games"", ""Fire extinguisher"", ""Essentials"", ""Smoke alarm"", ""Self check-in"", ""Outdoor dining area"", ""Hot water"", ""Luggage dropoff allowed"", ""BBQ grill"", ""Iron"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Hair dryer"", ""Paid parking on premises"", ""Portable air conditioning"", ""Kitchen"", ""Wifi""]",$109.00,31,365,1,1,8,365,1.0,91.9,,t,18,40,70,163,2024-11-09,9,4,2,2023-05-18,2024-10-26,4.0,4.22,3.78,4.0,3.67,4.56,3.89,"085853, expires: 2025-04-13",t,7,0,7,0,0.5
1670,851428264801326324,https://www.airbnb.com/rooms/851428264801326324,20241109184856,2024-11-09,city scrape,205- Chambre triple au cœur du Vieux-Québec,Triple occupied room with a double and single bed in the heart of Old Quebec. Enjoy communal areas such as the kitchen and splandide backyard. Shared bathroom.  The economical and friendly option for groups or families. CITQ#085853 Auberge de la Paix.,,https://a0.muscache.com/pictures/miso/Hosting-851428264801326324/original/36378466-8070-4043-addd-78487c2c45c9.jpeg,506247372,https://www.airbnb.com/users/show/506247372,Auberge De La Paix,2023-03-20,,,within an hour,93%,100%,f,https://a0.muscache.com/im/pictures/user/User-506247372/original/fe923942-b87d-41b6-98a0-f858bb991c29.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-506247372/original/fe923942-b87d-41b6-98a0-f858bb991c29.jpeg?aki_policy=profile_x_medium,,10,10,"['email', 'phone']",t,t,,Vieux-Québec/Cap-Blanc/Colline parlementaire,,46.8150684,-71.2085123,Private room in hostel,Private room,3,1.0,1 shared bath,1.0,1.0,"[""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Shared backyard \u2013 Fully fenced"", ""Building staff"", ""Radiant heating"", ""Exterior security cameras on property"", ""Stainless steel single oven"", ""Board games"", ""Fire extinguisher"", ""Hot water kettle"", ""Paid dryer \u2013 In building"", ""Essentials"", ""Portable fans"", ""Bikes"", ""Smoke alarm"", ""Self check-in"", ""Paid washer \u2013 In building"", ""Wine glasses"", ""Toaster"", ""Coffee"", ""Bed linens"", ""Books and reading material"", ""Dishes and silverware"", ""First aid kit"", ""Outdoor dining area"", ""Hot water"", ""Luggage dropoff allowed"", ""Baking sheet"", ""Iron"", ""Refrigerator"", ""Outdoor furniture"", ""Carbon monoxide alarm"", ""Room-darkening shades"", ""Hair dryer"", ""Paid parking on premises"", ""Paid parking garage off premises"", ""Microwave"", ""Portable air conditioning"", ""Sun loungers"", ""Dining table"", ""Cooking basics"", ""Kitchen"", ""Wifi"", ""Electric stove""]",$111.00,31,365,1,1,8,365,1.0,91.9,,t,24,41,71,164,2024-11-09,13,8,1,2023-05-15,2024-10-17,4.54,4.54,4.31,5.0,4.62,4.92,4.77,"085853, expires: 2025-04-13",t,7,0,7,0,0.72
1674,854519593906983843,https://www.airbnb.com/rooms/854519593906983843,20241109184856,2024-11-09,city scrape,"""El"" Chico","Welcome to ""El"" Chico, located in the beautiful St-Roch district, on the 7th floor of an entirely new building! A stone's throw from Old Quebec and the Plains of Abraham (2 km), ""El"" Chico offers a fully equipped condo with air conditioning and two bedrooms. Guests also have access to a terrace, equipped with a BBQ and pool.  Enjoy a king bed, queen bed & sofa bed that can accommodate up to 6 guests.  Gym and lounge area accessible from 8 a.m. to 10 p.m.","A 15minute walk to Old Quebec, Saint-Roch is a buzzing neighborhood. There is a nice variety of shops, restaurants and trendy bars. Thanks to its modern style, its refreshing green spaces and its proximity to tourist attractions, the Saint-Roch district is the ideal place to enjoy the unique charm of Quebec City!",https://a0.muscache.com/pictures/miso/Hosting-854519593906983843/original/b4bc700a-1caf-46fc-8ebc-d74b7370e322.jpeg,167759614,https://www.airbnb.com/users/show/167759614,North,2018-01-14,"Quebec City, Canada","Bonjour à vous!

Nous sommes Émilie, Dominic, Lauriane et Philippe et nous sommes les North Travelers. Nous sommes deux couples d'amis qui, après avoir fait un voyage en Europe, sommes tombés en amour avec les logements de type Airbnb! Nous avons construit de nombreux souvenirs et avons adoré le fait de pouvoir avoir le confort d'une maison au prix d'une chambre d'hôtel! Voulant partager cette expérience au Québec, nous nous sommes lancés dans l'aventure de devenir des hôtes Airbnb! Il nous fera plaisir de vous accueillir dans ce logement qui, nous l'espérons, vous fera sentir comme à la maison! Au plaisir et bon séjour! :)",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/c111b6e8-89a7-42b6-963c-74d201ba7602.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c111b6e8-89a7-42b6-963c-74d201ba7602.jpg?aki_policy=profile_x_medium,,4,4,"['email', 'phone']",t,t,Neighborhood highlights,Saint-Roch,,46.81596,-71.22006,Entire condo,Entire home/apt,6,1.0,1 bath,2.0,3.0,"[""High chair"", ""Central heating"", ""LG stainless steel electric stove"", ""Shared gym in building"", ""Shared outdoor pool - available seasonally, open specific hours, heated, rooftop"", ""Radiant heating"", ""Stainless steel single oven"", ""Conditioner"", ""Elevator"", ""Free dryer \u2013 In unit"", ""Freezer"", ""Clothing storage: closet"", ""Smart lock"", ""Pack \u2019n play/Travel crib"", ""Fire extinguisher"", ""Hot water kettle"", ""Single level home"", ""Blender"", ""Essentials"", ""Cleaning available during stay"", ""Smoke alarm"", ""Barbecue utensils"", ""Self check-in"", ""Body soap"", ""Wine glasses"", ""Toaster"", ""Free parking garage on premises \u2013 1 space"", ""Coffee"", ""City skyline view"", ""Bed linens"", ""Dishes and silverware"", ""First aid kit"", ""Outdoor dining area"", ""Paid parking lot off premises"", ""Hot water"", ""Long term stays allowed"", ""Mosquito net"", ""Hangers"", ""BBQ grill"", ""Baking sheet"", ""Iron"", ""Refrigerator"", ""Free washer \u2013 In unit"", ""Exercise equipment"", ""Room-darkening shades"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Children\u2019s dinnerware"", ""Outdoor furniture"", ""Hair dryer"", ""Paid parking on premises"", ""TV"", ""Central air conditioning"", ""Shared patio or balcony"", ""Microwave"", ""Dishwasher"", ""Coffee maker"", ""Shower gel"", ""Sun loungers"", ""Cleaning products"", ""Cooking basics"", ""Mountain view"", ""Kitchen"", ""Wifi"", ""Shampoo""]",$183.00,2,365,1,2,1125,1125,2.0,1125.0,,t,17,36,60,136,2024-11-09,91,56,5,2023-06-15,2024-11-05,4.84,4.88,4.85,4.82,4.92,4.36,4.68,"310490, expires: 2025-09-10",t,4,4,0,0,5.31
